Facility ID,Uptime Percent
18,70.69746376811594
12,83.8255338482508
17,95.68769859282796
14,67.49773345421578
5,81.34057971014492
2,94.77984566500227
21,87.09239130434783
3,97.14026327734906
9,93.37267362687246
4,97.14026327734906
15,73.05253623188406
8,96.05083976395824
19,95.2112676056338
7,70.72174307762143
16,94.18974126191557
10,97.54879709487064
1,95.05494505494505
6,42.7536231884058
20,72.05615942028986
13,83.74943259192011
11,68.54289605083976
