DateTime,MWh,LME,Hour,WeekDay,Month,Day,energy,daily_max_energy,DR_underclock_threshold,DR_flag,energy_daily_avg_no_dr,energy_savings,DR_percent,curtailment_start,curtailment_end,DR_active,induced_emissions,avoided_emissions,net_emissions
2023-07-01 00:00:00,59.35330698,0.607799,0,5,7,1,60.4175852,60.4175852,57.39670594,False,60.4175852,0.0,0.0,False,False,False,36.721747866974795,0.0,36.721747866974795
2023-07-01 01:00:00,59.10966455,0.641197,1,5,7,1,60.4175852,60.4175852,57.39670594,False,60.4175852,0.0,0.0,False,False,False,38.7395743774844,0.0,38.7395743774844
2023-07-01 02:00:00,59.03301063,0.5790599999999999,2,5,7,1,60.4175852,60.4175852,57.39670594,False,60.4175852,0.0,0.0,False,False,False,34.98540688591199,0.0,34.98540688591199
2023-07-01 03:00:00,58.95521098,0.603403,3,5,7,1,60.4175852,60.4175852,57.39670594,False,60.4175852,0.0,0.0,False,False,False,36.4561521624356,0.0,36.4561521624356
2023-07-01 04:00:00,58.95870027,0.527952,4,5,7,1,60.4175852,60.4175852,57.39670594,False,60.4175852,0.0,0.0,False,False,False,31.8975849415104,0.0,31.8975849415104
2023-07-01 05:00:00,58.93965176,0.441479,5,5,7,1,60.4175852,60.4175852,57.39670594,False,60.4175852,0.0,0.0,False,False,False,26.6730950965108,0.0,26.6730950965108
2023-07-01 06:00:00,58.95412117,0.380479,6,5,7,1,60.4175852,60.4175852,57.39670594,False,60.4175852,0.0,0.0,False,False,False,22.9876223993108,0.0,22.9876223993108
2023-07-01 07:00:00,58.89679767,0.384087,7,5,7,1,60.4175852,60.4175852,57.39670594,False,60.4175852,0.0,0.0,False,False,False,23.2056090467124,0.0,23.2056090467124
2023-07-01 08:00:00,58.90015646,0.392534,8,5,7,1,60.4175852,60.4175852,57.39670594,False,60.4175852,0.0,0.0,False,False,False,23.7159563888968,0.0,23.7159563888968
2023-07-01 09:00:00,58.87838902,0.588507,9,5,7,1,60.4175852,60.4175852,57.39670594,False,60.4175852,0.0,0.0,False,False,False,35.5561718132964,0.0,35.5561718132964
2023-07-01 10:00:00,58.88720347,0.5093759999999999,10,5,7,1,60.4175852,60.4175852,57.39670594,False,60.4175852,0.0,0.0,False,False,False,30.775267878835194,0.0,30.775267878835194
2023-07-01 11:00:00,58.90414126,0.429905,11,5,7,1,60.4175852,60.4175852,57.39670594,False,60.4175852,0.0,0.0,False,False,False,25.973821965406,0.0,25.973821965406
2023-07-01 12:00:00,58.91589378,0.6326499999999999,12,5,7,1,60.4175852,60.4175852,57.39670594,False,60.4175852,0.0,0.0,False,False,False,38.223185276779994,0.0,38.223185276779994
2023-07-01 13:00:00,58.66826382,0.7111609999999999,13,5,7,1,60.4175852,60.4175852,57.39670594,False,60.4175852,0.0,0.0,False,False,False,42.966630308417194,0.0,42.966630308417194
2023-07-01 14:00:00,59.50429642,0.771003,14,5,7,1,60.4175852,60.4175852,57.39670594,False,60.4175852,0.0,0.0,False,False,False,46.5821394419556,0.0,46.5821394419556
2023-07-01 15:00:00,59.62534872,0.6938179999999999,15,5,7,1,60.4175852,60.4175852,57.39670594,False,60.4175852,0.0,0.0,False,False,False,41.91880812829359,0.0,41.91880812829359
2023-07-01 16:00:00,60.4175852,0.948473,16,5,7,1,60.4175852,60.4175852,57.39670594,False,60.4175852,0.0,0.0,False,False,False,57.3044482873996,0.0,57.3044482873996
2023-07-01 17:00:00,59.49141874,0.798574,17,5,7,1,60.4175852,60.4175852,57.39670594,False,60.4175852,0.0,0.0,False,False,False,48.2479126835048,0.0,48.2479126835048
2023-07-01 18:00:00,58.90518994,0.674326,18,5,7,1,60.4175852,60.4175852,57.39670594,False,60.4175852,0.0,0.0,False,False,False,40.741148557575194,0.0,40.741148557575194
