DateTime,MWh,LME,Hour,WeekDay,Month,Day,energy,daily_max_energy,DR_underclock_threshold,DR_flag,energy_daily_avg_no_dr,energy_savings,DR_percent,curtailment_start,curtailment_end,DR_active,induced_emissions,avoided_emissions,net_emissions
2023-07-14 01:00:00,15.548796513923,0.70393,1,4,7,14,15.548796513923,15.761741458326,14.973654385409699,False,15.59148351124081,0.04268699731781034,0.27378406478790035,False,False,False,10.945264330045816,0.0,10.945264330045816
2023-07-14 02:00:00,15.54332487502,0.556136,2,4,7,14,15.54332487502,15.761741458326,14.973654385409699,False,15.59148351124081,0.04815863622081018,0.3088778318374247,False,False,False,8.644202522694123,0.0,8.644202522694123
2023-07-14 03:00:00,15.530341722221,0.535477,3,4,7,14,15.530341722221,15.761741458326,14.973654385409699,False,15.59148351124081,0.06114178901981049,0.3921486302168091,False,False,False,8.316140794389733,0.0,8.316140794389733
2023-07-14 04:00:00,15.60086152778,0.5350069999999999,4,4,7,14,15.60086152778,15.761741458326,14.973654385409699,False,15.59148351124081,-0.00937801653918946,0.0,False,False,False,8.346570123392993,0.0,8.346570123392993
2023-07-14 05:00:00,15.609186527764,0.532117,5,4,7,14,15.609186527764,15.761741458326,14.973654385409699,False,15.59148351124081,-0.01770301652319084,0.0,False,False,False,8.305913507594196,0.0,8.305913507594196
2023-07-14 06:00:00,15.573348291653,0.521034,6,4,7,14,15.573348291653,15.761741458326,14.973654385409699,False,15.59148351124081,0.01813521958781017,0.1163149072680315,False,False,False,8.114243953793128,0.0,8.114243953793128
2023-07-14 07:00:00,15.533591097218,0.531981,7,4,7,14,15.533591097218,15.761741458326,14.973654385409699,False,15.59148351124081,0.057892414022809646,0.37130792577288513,False,False,False,8.26357532548913,0.0,8.26357532548913
2023-07-14 08:00:00,15.542006374958,0.52044,8,4,7,14,15.542006374958,15.761741458326,14.973654385409699,False,15.59148351124081,0.04947713628281036,0.31733437198031483,False,False,False,8.088681797783142,0.0,8.088681797783142
2023-07-14 09:00:00,15.601424083333,0.498286,9,4,7,14,15.601424083333,15.761741458326,14.973654385409699,False,15.59148351124081,-0.009940572092190791,0.0,False,False,False,7.773971200787668,0.0,7.773971200787668
2023-07-14 10:00:00,15.608944833306,0.518805,10,4,7,14,15.608944833306,15.761741458326,14.973654385409699,False,15.59148351124081,-0.017461322065189577,0.0,False,False,False,8.097998624243319,0.0,8.097998624243319
2023-07-14 11:00:00,15.616211680569,0.520169,11,4,7,14,15.616211680569,15.761741458326,14.973654385409699,False,15.59148351124081,-0.02472816932819022,0.0,False,False,False,8.123069213669897,0.0,8.123069213669897
2023-07-14 12:00:00,15.627388013908,0.408173,12,4,7,14,15.627388013908,15.761741458326,14.973654385409699,False,15.59148351124081,-0.03590450266719003,0.0,False,False,False,6.37867784780087,0.0,6.37867784780087
2023-07-14 13:00:00,15.636367861139998,0.534153,13,4,7,14,15.636367861139998,15.761741458326,14.973654385409699,False,15.59148351124081,-0.044884349899188436,0.0,False,False,False,8.352212802131513,0.0,8.352212802131513
2023-07-14 14:00:00,15.651976124975,0.6216889999999999,14,4,7,14,15.651976124975,15.761741458326,14.973654385409699,False,15.59148351124081,-0.06049261373419057,0.0,False,False,False,9.730661385159582,0.0,9.730661385159582
2023-07-14 15:00:00,15.67591970835,0.624049,15,4,7,14,15.67591970835,15.761741458326,14.973654385409699,False,15.59148351124081,-0.08443619710918959,0.0,False,False,False,9.782542018076109,0.0,9.782542018076109
2023-07-14 16:00:00,15.714233097262,0.553254,16,4,7,14,15.714233097262,15.761741458326,14.973654385409699,False,15.59148351124081,-0.12274958602118957,0.0,False,False,False,8.693962317992591,0.0,8.693962317992591
