DateTime,MWh,LME,Hour,WeekDay,Month,Day,energy,daily_max_energy,DR_underclock_threshold,DR_flag,energy_daily_avg_no_dr,energy_savings,DR_percent,curtailment_start,curtailment_end,DR_active,induced_emissions,avoided_emissions,net_emissions
2023-07-01 00:00:00,53.88819452,0.453387,0,5,7,1,74.24661044,74.24661044,63.109618874,False,74.24661044,0.0,0.0,False,False,False,33.662447967560276,0.0,33.662447967560276
2023-07-01 01:00:00,70.42361937,0.54523,1,5,7,1,74.24661044,74.24661044,63.109618874,False,74.24661044,0.0,0.0,False,False,False,40.481479410201196,0.0,40.481479410201196
2023-07-01 02:00:00,71.59020955,0.494874,2,5,7,1,74.24661044,74.24661044,63.109618874,False,74.24661044,0.0,0.0,False,False,False,36.742717094884554,0.0,36.742717094884554
2023-07-01 03:00:00,72.29112411,0.426118,3,5,7,1,74.24661044,74.24661044,63.109618874,False,74.24661044,0.0,0.0,False,False,False,31.637817147471917,0.0,31.637817147471917
2023-07-01 04:00:00,72.84132109,0.37514,4,5,7,1,74.24661044,74.24661044,63.109618874,False,74.24661044,0.0,0.0,False,False,False,27.852873440461597,0.0,27.852873440461597
2023-07-01 05:00:00,73.09163256,0.38053,5,5,7,1,74.24661044,74.24661044,63.109618874,False,74.24661044,0.0,0.0,False,False,False,28.253062670733197,0.0,28.253062670733197
2023-07-01 06:00:00,73.40204091,0.380648,6,5,7,1,74.24661044,74.24661044,63.109618874,False,74.24661044,0.0,0.0,False,False,False,28.26182377076512,0.0,28.26182377076512
2023-07-01 07:00:00,73.64508461,0.359887,7,5,7,1,74.24661044,74.24661044,63.109618874,False,74.24661044,0.0,0.0,False,False,False,26.72038989142028,0.0,26.72038989142028
2023-07-01 08:00:00,73.83784314,0.370187,8,5,7,1,74.24661044,74.24661044,63.109618874,False,74.24661044,0.0,0.0,False,False,False,27.48512997895228,0.0,27.48512997895228
2023-07-01 09:00:00,73.94021751,0.383821,9,5,7,1,74.24661044,74.24661044,63.109618874,False,74.24661044,0.0,0.0,False,False,False,28.49740826569124,0.0,28.49740826569124
2023-07-01 10:00:00,74.13421434,0.396208,10,5,7,1,74.24661044,74.24661044,63.109618874,False,74.24661044,0.0,0.0,False,False,False,29.41710102921152,0.0,29.41710102921152
2023-07-01 11:00:00,74.24661044,0.388621,11,5,7,1,74.24661044,74.24661044,63.109618874,False,74.24661044,0.0,0.0,False,False,False,28.85379199580324,0.0,28.85379199580324
2023-07-01 12:00:00,73.90092563,0.398601,12,5,7,1,74.24661044,74.24661044,63.109618874,False,74.24661044,0.0,0.0,False,False,False,29.594773167994436,0.0,29.594773167994436
2023-07-01 13:00:00,73.33562197,0.404712,13,5,7,1,74.24661044,74.24661044,63.109618874,False,74.24661044,0.0,0.0,False,False,False,30.04849420439328,0.0,30.04849420439328
2023-07-01 14:00:00,73.3974914,0.432131,14,5,7,1,74.24661044,74.24661044,63.109618874,False,74.24661044,0.0,0.0,False,False,False,32.08426201604764,0.0,32.08426201604764
2023-07-01 15:00:00,72.65588257,0.4663009999999999,15,5,7,1,74.24661044,74.24661044,63.109618874,False,74.24661044,0.0,0.0,False,False,False,34.62126869478243,0.0,34.62126869478243
2023-07-01 16:00:00,72.0810115,0.468129,16,5,7,1,74.24661044,74.24661044,63.109618874,False,74.24661044,0.0,0.0,False,False,False,34.75699149866676,0.0,34.75699149866676
